ORGANISM_CODE,ORGANISM_NAME,ORGANISM_TYPE,ORGANISM_TYPE_DESCRIPTION,IS_COMMON,EXTRACTION_DATE,DATA_SOURCE
EHM,CDC Enteric Group 75,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EHN,Enteromonas hominis,w,Other,No,2025-05-26,WHONET Organisms.txt
EHO,Edwardsiella hoshinae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EHR,Ehrlichia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EHS,Neorickettsia sennetsu,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EHS,Ehrlichia sennetsu,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EIC,Edwardsiella ictaluri,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EIK,Eikenella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EIL,Echinostoma ilocanum,w,Other,No,2025-05-26,WHONET Organisms.txt
EIM,Eimeria sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
EIN,Enterobacter intermedius,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EIN,Kluyvera intermedia,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EJE,Exophiala jeanselmei,f,Fungus,No,2025-05-26,WHONET Organisms.txt
ELA,Elizabethkingia anophelis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ELE,Eggerthella lenta,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ELE,Eubacterium lentum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ELI,Eubacterium limosum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ELZ,Elizabethkingia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EMA,Enterococcus malodoratus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
EMG,Eubacterium yurii ss. margaretiae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
EMK,Salmonella Emek,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EMN,Enterococcus mundtii,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
EMO,Eubacterium moniliforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
EMP,Empedobacter sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EMU,Echinococcus multilocularis,w,Other,No,2025-05-26,WHONET Organisms.txt
EN-,Enterobacter sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ENA,Endolimax nana,w,Other,No,2025-05-26,WHONET Organisms.txt
ENB,Enterobius sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
ENC,Encephalitozoon sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
END,Endolimax sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
ENH,Enterococcus hirae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ENI,Eubacterium nitritogenes,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ENK,Enterobacter kobei,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ENL,Enterobacter ludwigii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ENM,Entamoeba sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
ENO,Eubacterium nodatum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ENP,Enterobacter nimipressuralis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ENQ,Enterococcus aquimarinus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ENR,Enteromonas sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
ENT,Enterococcus sp.,+,Gram-positive,Yes,2025-05-26,WHONET Organisms.txt
ENU,Enterococcus thailandicus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ENV,Enterovirus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
ENX,Enterobacter xiangfangensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ENZ,Enterocytozoon sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
EO2,CDC EO-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EO2,Paracoccus yeei,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EO3,CDC EO-3,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EPA,Enterococcus pallens,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
EPC,Epicoccum sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
EPI,Epidermophyton sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
EPO,Entamoeba polecki,w,Other,No,2025-05-26,WHONET Organisms.txt
EPS,Enterococcus pseudoavium,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ERA,Enterococcus raffinosus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ERE,Eubacterium rectale,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ERH,Erysipelothrix rhusiopathiae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ERO,Exophiala rostratum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
ERU,Ehrlichia ruminantium,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ERU,Cowdria ruminantium,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ERW,Erwinia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ERY,Erysipelothrix sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ESA,Cronobacter sakazakii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ESA,Enterobacter sakazakii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ESB,Eubacterium saburreum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ESC,Escherichia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ESE,Lactococcus garvieae ss. garvieae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ESE,Enterococcus seriolicida,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ESH,Enterococcus saccharolyticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ESK,Eubacterium schtitka,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ESK,Eubacterium yurii ss. schtitka,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ESN,Eubacterium saphenum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ESO,Tetragenococcus solitarius,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ESO,Enterococcus solitarius,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ESP,Exophiala spinifera,f,Fungus,No,2025-05-26,WHONET Organisms.txt
EST,Epidermophyton stockdaleae,f,Fungus,No,2025-05-26,WHONET Organisms.txt
ESU,Enterococcus sulfureus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
ETA,Edwardsiella tarda,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ETE,Eubacterium tenue,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ETI,Mogibacterium timidum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
ETI,Eubacterium timidum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
EUB,Eubacterium sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
EVE,Enterobius vermicularis,w,Other,No,2025-05-26,WHONET Organisms.txt
EVI,Enterococcus porcinus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
EVI,Enterococcus villorum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
EVU,Escherichia vulneris,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EVU,CDC Enteric Group 1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EWI,Ewingella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
EXI,Exiguobacterium sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
EXO,Exophiala sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
EXS,Exserohilum sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
EYU,Eubacterium yurii ss. yurii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
F01,Shigella flexneri serotype 1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F02,Shigella flexneri serotype 2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F03,Shigella flexneri serotype 3,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F04,Shigella flexneri serotype 4,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F05,Shigella flexneri serotype 5,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F06,Shigella flexneri serotype 6,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F1A,Shigella flexneri serotype 1a,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F1B,Shigella flexneri serotype 1b,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F2A,Shigella flexneri serotype 2a,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F2B,Shigella flexneri serotype 2b,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F3A,Shigella flexneri serotype 3a,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F3B,Shigella flexneri serotype 3b,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F4A,Shigella flexneri serotype 4a,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F4B,Shigella flexneri serotype 4b,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F4C,Shigella flexneri serotype 4c,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F5A,Shigella flexneri serotype 5a,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
F5B,Shigella flexneri serotype 5b,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FAC,Fasciolopsis sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
FAL,Fusobacterium alocis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FAL,Filifactor alocis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FAS,Fasciola sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
FBA,Filobasidiella neoformans var. bacillispora,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FBD,Filobasidiella sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FBU,Fasciolopsis buski,w,Other,No,2025-05-26,WHONET Organisms.txt
FCF,Fusobacterium canifelinum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FCO,Phialophora compactum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FCO,Fonsecaea compacta,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FCO,Hormodendrum compactum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FCR,Fusarium coeruleum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FCR,Fusarium solani var. coeruleum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FDI,Fusarium dimerum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FDI,Bisifusarium dimerum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FFS,Fusobacterium nucleatum ss. fusiforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FFU,Fusobacterium necrophorum ss. funduliforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FGL,Flavobacterium gleum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FGL,Chryseobacterium gleum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FGO,Fusobacterium gonidiaformans,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FHE,Fasciola hepatica,w,Other,No,2025-05-26,WHONET Organisms.txt
FHO,Francisella tularensis ss. holarctica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FIB,Fibrobacter sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FIG,Finegoldia sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FIL,Filifactor sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FIN,Chryseobacterium indologenes,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FIN,CDC IIb,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FIN,Flavobacterium indologenes,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FLA,Flavobacterium sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FLB,Flavobacterium branchiophilum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FLC,Flavobacterium columnare,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FLP,Flavobacterium psychrophilum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FLU,Fluoribacter sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FLV,Flavimonas sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FMD,Francisella tularensis ss. mediasiatica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FME,Elizabethkingia meningoseptica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FME,Chryseobacterium meningosepticum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FME,CDC IIa,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FME,Flavobacterium meningosepticum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FMN,Fusarium moniliforme,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FMN,Fusarium fujikuroi,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FMO,Fusobacterium mortiferum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FMZ,Flavobacterium mizutaii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FMZ,Sphingobacterium mizutaii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FMZ,Sphingobacterium mizutae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FNA,Fusobacterium naviforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FNE,Fusobacterium necrophorum ss. necrophorum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FNE,Fusobacterium necrophorum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FNF,Filobasidiella neoformans,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FNG,Fusobacterium necrogenes,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FNU,Fusobacterium nucleatum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FNU,Fusobacterium nucleatum ss. nucleatum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FNV,Francisella tularensis novicida,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FNV,Francisella novicida,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FOD,Myroides odoratus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FOD,CDC M-4f,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FOD,Flavobacterium odoratum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FON,Fonsecaea sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FOR,CDC Ve-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FOR,Flavimonas oryzihabitans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FOR,Pseudomonas oryzihabitans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FPA,Fusarium pallidoroseum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FPD,Phialophora pedrosoi,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FPD,Fonsecaea pedrosoi,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FPD,Hormodendrum pedrosi,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FPE,Fusobacterium periodonticum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FPH,Francisella philomiragia,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FPH,Yersinia philomiragia,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FPL,Francisella tularensis Type B,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FPL,Francisella tularensis biovar palearctica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FPO,Fusobacterium nucleatum ss. polymorphum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FPR,Fusobacterium prausnitzii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FPR,Faecalibacterium prausnitzii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FRA,Francisella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FRN,Francisella noatunensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FRU,Fusobacterium russii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FSO,Fusarium solani,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FSO,Neocosmospora solani,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FSU,Eubacterium sulci,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FSU,Fusobacterium sulci,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FTH,Sphingobacterium thalpophilum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FTH,Flavobacterium thalpophilum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FTU,Francisella tularensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FTU,Francisella tularensis ss. tularensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FTU,Pasteurella tularensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FTU,Francisella tularensis Type A,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FU-,Fusobacterium sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FUL,Fusobacterium ulcerans,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FUN,Fungus,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FUS,Fusarium sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
FVA,Fusobacterium varium,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FVI,Fusobacterium nucleatum ss. vincentii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FVL,Filifactor villosus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
FVX,"Shigella flexneri, variant X",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FVY,"Shigella flexneri, variant Y",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
FXX,"Shigella flexneri, nontypable",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G51,Salmonella Group 51 (O:51),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G52,Salmonella Group 52 (O:52),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G53,Salmonella Group 53 (O:53),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G54,Salmonella Group 54 (O:54),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G55,Salmonella Group 55 (O:55),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G56,Salmonella Group 56 (O:56),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G57,Salmonella Group 57 (O:57),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G58,Salmonella Group 58 (O:58),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G59,Salmonella Group 59 (O:59),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G60,Salmonella Group 60 (O:60),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G61,Salmonella Group 61 (O:61),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G62,Salmonella Group 62 (O:62),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G63,Salmonella Group 63 (O:63),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G64,Salmonella Group 64 (O:64),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G65,Salmonella Group 65 (O:65),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G66,Salmonella Group 66 (O:66),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
G67,Salmonella Group 67 (O:67),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GAI,Gordonia aichiensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GAL,Galactomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GAR,Gardnerella sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GBC,GB virus C,v,Unknown,No,2025-05-26,WHONET Organisms.txt
GBP,Gordonia rubripertincta,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GBP,Gordonia rubropertinctus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GBR,Gordonia bronchialis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GC1,Salmonella Group C1 (O:7),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GC2,"Salmonella Group C2 (O:6,8)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GC3,Salmonella Group C3 (O:8),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GC4,"Salmonella Group C4 (O:7,14)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GCA,Blastoschizomyces capitatus,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GCA,Geotrichum capitatum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GCA,Saprochaete capitata,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GCA,Trichosporon capitatum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GCN,Dipodascus geotrichum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GCN,Geotrichum candidum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GCT,Granulicatella sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GD1,Salmonella Group D1 (O:9),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GD2,"Salmonella Group D2 (O:9,46)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GD3,"Salmonella Group D3 (O:9,46,27)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GE1,"Salmonella Group E1 (O:3,10)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GE2,"Salmonella Group E2 (O:3,15)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GE3,"Salmonella Group E3 (O:3,15,14)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GE4,"Salmonella Group E4 (O:1,3,19)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GEC,Geomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GEM,Gemella sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
GEO,Geotrichum sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GG1,"Salmonella Group G1 (O:13,22)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GG2,"Salmonella Group G2 (O:13,23)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GGE,Galactomyces geotrichum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GHA,Gemella haemolysans,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
GIA,Giardia sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
GIL,Gilmaniella sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GLA,Giardia lamblia,w,Other,No,2025-05-26,WHONET Organisms.txt
GLC,Gliocladium sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GLH,Gallibacterium anatis biovar haemolytica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GLI,Gliomastix sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GLL,Gallibacterium sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GLO,Globicatella sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GM+,Gram positive bacteria,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GM-,Gram negative bacteria,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GMO,Streptococcus morbillorum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
GMO,Gemella morbillorum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
GNA,Gnathostoma sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
GNC,Gram negative cocci,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GNE,Gram negative enteric organism,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GNR,Gram negative rods,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GOL,Salmonella Goldcoast,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GOR,Gordonia sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GPA,Pseudogymnoascus pannorum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GPA,Geomyces pannorum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GPC,Gram positive cocci,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GPE,Dipodascus klebahnii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GPE,Trichosporon penicillatum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GPE,Geotrichum penicillatum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
GPR,Gram positive rods,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
GRA,Salmonella Group A (O:2),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRB,Salmonella Group B (O:4),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRC,"Salmonella Group C (C1-C4, C2-C3)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRD,"Salmonella Group D (D1, D2, D3)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRE,Salmonella Group E (E1-E2-E3),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRF,Salmonella Group F (O:11),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRG,Salmonella Group G (O:13) (G1-G2),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRH,"Salmonella Group H (O:6,14)",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRI,Salmonella Group I (O:16),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRJ,Salmonella Group J (O:17),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRK,Salmonella Group K (O:18),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRL,Salmonella Group L (O:21),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRM,Salmonella Group M (O:28),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
GRN,Salmonella Group N (O:30),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
